్	68140
ా	63234
ి	48845
ు	46981
ర	46554
ల	36402
ం	35089
న	33930
క	30585
#	27791
మ	26172
త	21767
ప	21734
వ	20351
స	19001
ద	16704
య	15958
గ	15849
ీ	15123
డ	15024
ే	11776
ో	11168
ట	11136
చ	10689
ూ	9727
ణ	8928
ె	8085
బ	8001
అ	6745
ొ	6373
శ	6362
జ	5969
ధ	5894
ష	5494
ళ	5232
భ	5064
థ	4784
ఖ	4552
హ	4294
ఫ	3506
ఆ	3065
ై	2790
ఘ	2590
ఢ	1954
ఠ	1888
ఇ	1663
ృ	1601
ఛ	1526
ఉ	1176
ఎ	1117
ఝ	880
ఒ	717
ౌ	684
ఏ	670
ఈ	533
ఊ	454
ఓ	306
.	182
ఞ	160
ఐ	86
?	79
ఔ	21
ఙ	19
ఋ	19
ః	15
&	11
