్	68182
ి	53847
ా	53442
ు	52460
ర	46351
న	37918
ల	35892
ం	35089
క	34099
#	30096
మ	26172
ప	24533
త	24468
వ	20351
ద	18288
గ	17944
స	17589
డ	16850
య	15958
ట	12667
ే	12468
ో	12272
చ	12050
ీ	9914
బ	8382
ె	7386
అ	7259
శ	7255
జ	6824
ష	6231
ళ	5742
ొ	5269
ణ	4940
భ	4683
ధ	4310
హ	4294
ూ	4248
ై	2790
ఆ	2562
థ	2083
ఇ	1887
ృ	1799
ఉ	1334
ఎ	1218
ఖ	1038
ఒ	768
ఫ	707
ౌ	684
ఏ	576
ఘ	495
ఠ	357
ఈ	313
ఊ	296
ఓ	255
.	182
ఛ	165
ఞ	160
ఢ	128
ఐ	86
?	79
ఝ	25
ఋ	24
ఔ	21
ఙ	19
ః	15
&	11
