ा	65942
र	46619
्	46393
#	38839
न	34600
क	31720
त	29577
ि	28104
ी	24793
म	23738
स	22681
द	19126
प	19027
ल	18914
े	17624
व	16015
य	13968
ं	13214
ह	13091
ब	12845
ु	12811
ज	12810
ग	12233
ो	10768
श	10408
च	7501
ट	7485
अ	7215
़	6787
ड	6243
ू	6236
ध	5259
ष	5007
ख	4389
भ	4303
ण	4079
आ	3893
ै	3804
फ	3653
थ	2846
इ	2624
ँ	2277
ए	2179
उ	2104
ौ	1837
ई	1569
छ	1489
ठ	1401
घ	1328
ृ	1263
झ	1088
औ	1017
ढ	650
ॉ	649
ञ	436
ओ	315
ऊ	204
ऑ	203
ऐ	196
ः	69
ऋ	37
ङ	19
ऍ	13
